date,package,chroot,build_time,state,build_id,timestamp
2023/09/07,llvm-snapshot-builder,fedora-rawhide-i386,2124,failed,6380794,1696517702
2023/09/29,clang,fedora-37-ppc64le,14383,succeeded,6467699,1696517703
2023/09/15,clang,fedora-38-x86_64,10033,succeeded,6405206,1696517703
2023/09/06,clang,fedora-38-x86_64,191,failed,6375126,1696517702
2023/09/22,clang,fedora-38-x86_64,10191,succeeded,6431856,1696517703
2023/09/12,clang,fedora-38-s390x,325,failed,6395870,1696517702
2023/09/04,clang,fedora-38-x86_64,151,failed,6368849,1696517702
2023/09/13,clang,fedora-38-x86_64,156,failed,6398758,1696517702
2023/09/19,clang,fedora-38-x86_64,10372,succeeded,6416201,1696517703
2023/09/26,clang,fedora-38-x86_64,144,failed,6443229,1696517702
2023/10/05,clang,fedora-38-x86_64,12700,succeeded,6491020,1696517703
2023/09/25,clang,fedora-38-x86_64,10263,succeeded,6439897,1696517703
2023/09/24,clang,fedora-38-s390x,8737,succeeded,6438597,1696517702
2023/09/10,clang,fedora-38-s390x,103,failed,6391012,1696517702
2023/09/20,clang,fedora-38-x86_64,10340,succeeded,6419756,1696517703
2023/09/05,clang,fedora-38-x86_64,152,failed,6371858,1696517703
2023/10/03,clang,fedora-38-s390x,9383,succeeded,6484775,1696517703
2023/09/27,clang,fedora-38-x86_64,11542,succeeded,6446987,1696517703
2023/09/17,clang,fedora-38-s390x,8772,succeeded,6410944,1696517702
2023/09/09,clang,fedora-38-s390x,438,failed,6389471,1696517702
2023/09/21,clang,fedora-38-x86_64,10567,succeeded,6428059,1696517702
2023/09/30,clang,fedora-38-s390x,8708,succeeded,6476344,1696517703
2023/10/02,clang,fedora-38-s390x,8060,succeeded,6480098,1696517703
2023/09/14,clang,fedora-38-ppc64le,6327,failed,6401928,1696517702
2023/09/11,llvm-snapshot-builder,fedora-37-i386,156,failed,6392816,1696517702
2023/10/01,clang,fedora-38-x86_64,13133,succeeded,6478514,1696517703
2023/09/16,clang,fedora-38-s390x,8842,succeeded,6408911,1696517702
2023/09/08,clang,fedora-38-x86_64,205,failed,6384087,1696517703
2023/09/07,llvm-snapshot-builder,fedora-rawhide-i386,2124,failed,6380794,1696517702
2023/09/18,clang,fedora-38-x86_64,10479,succeeded,6412988,1696517702
2023/09/15,clang,fedora-38-s390x,8971,succeeded,6405202,1696517703
2023/09/22,clang,fedora-38-s390x,10691,succeeded,6431852,1696517703
2023/09/06,clang,fedora-38-s390x,352,failed,6375122,1696517702
2023/09/29,clang,fedora-37-ppc64le,14383,succeeded,6467699,1696517703
2023/09/04,clang,fedora-38-s390x,477,failed,6368845,1696517702
2023/09/12,clang,fedora-38-ppc64le,329,failed,6395864,1696517702
2023/09/13,clang,fedora-38-s390x,366,failed,6398753,1696517702
2023/09/19,clang,fedora-38-s390x,8343,succeeded,6416197,1696517703
2023/09/25,clang,fedora-38-s390x,8496,succeeded,6439893,1696517703
2023/10/05,clang,fedora-38-s390x,8003,succeeded,6491016,1696517703
2023/09/26,clang,fedora-38-s390x,450,failed,6443225,1696517702
2023/09/24,clang,fedora-38-ppc64le,4900,succeeded,6438591,1696517702
2023/09/10,clang,fedora-38-ppc64le,271,failed,6391006,1696517702
2023/09/27,clang,fedora-38-s390x,9707,succeeded,6446983,1696517703
2023/09/05,clang,fedora-38-s390x,322,failed,6371854,1696517703
2023/10/03,clang,fedora-38-ppc64le,5936,succeeded,6484768,1696517703
2023/09/16,clang,fedora-38-ppc64le,14455,succeeded,6408905,1696517702
2023/09/17,clang,fedora-38-ppc64le,15214,succeeded,6410937,1696517702
2023/09/09,clang,fedora-38-ppc64le,2744,failed,6389465,1696517702
2023/09/14,clang,fedora-38-i386,112,failed,6401922,1696517702
2023/09/21,clang,fedora-38-s390x,8325,succeeded,6428055,1696517702
2023/09/30,clang,fedora-38-ppc64le,6082,succeeded,6476338,1696517703
2023/09/20,clang,fedora-38-s390x,8513,succeeded,6419748,1696517703
2023/09/18,clang,fedora-38-s390x,9369,succeeded,6412984,1696517702
2023/10/02,clang,fedora-38-ppc64le,5530,succeeded,6480092,1696517703
2023/10/01,clang,fedora-38-s390x,8971,succeeded,6478510,1696517703
2023/09/11,llvm-snapshot-builder,fedora-37-i386,156,failed,6392816,1696517702
2023/09/22,clang,fedora-38-ppc64le,4960,succeeded,6431846,1696517703
2023/09/08,clang,fedora-38-s390x,325,failed,6384083,1696517703
2023/09/15,clang,fedora-38-ppc64le,16091,failed,6405194,1696517703
2023/09/04,clang,fedora-38-ppc64le,215,failed,6368839,1696517702
2023/09/06,clang,fedora-38-ppc64le,230,failed,6375116,1696517702
2023/09/12,clang,fedora-38-i386,115,failed,6395858,1696517702
2023/09/07,llvm-snapshot-builder,fedora-rawhide-i386,2124,failed,6380794,1696517702
